transaction_id,timestamp,amount,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,is_fraud
TXN128331,2025-07-26 10:46:19,137.7,ONLINE,online_retail,US,0.0359,0.1001,0
TXN145432,2025-07-26 10:47:23,85.1,ONLINE,online_retail,BR,0.224,0.2862,1
TXN146626,2025-07-26 10:49:53,69.27,WIRE_TRANSFER,fuel,US,0.1366,0.2075,0
TXN124807,2025-07-26 10:50:19,20.68,POS,fuel,CA,0.0679,0.1554,0
TXN141379,2025-07-26 10:53:13,37.53,POS,fuel,US,0.1894,0.0117,0
TXN114757,2025-07-26 10:54:18,25.71,POS,utilities,US,0.1545,0.1999,0
TXN100701,2025-07-26 10:55:04,16.66,POS,utilities,US,0.0613,0.0307,0
TXN122412,2025-07-26 10:57:48,95.37,BILL_PAYMENT,online_retail,IN,0.0484,0.1407,0
TXN115184,2025-07-26 10:59:19,46.57,POS,online_retail,GB,0.0307,0.2293,0
TXN142088,2025-07-26 11:01:51,50.49,ONLINE,utilities,AU,0.4105,0.1905,0
TXN112494,2025-07-26 11:06:56,18.62,POS,fuel,US,0.2839,0.1252,0
TXN112182,2025-07-26 11:07:33,10.9,POS,online_retail,US,0.1993,0.075,0
TXN144463,2025-07-26 11:08:44,119.76,ATM_WITHDRAWAL,restaurant,GB,0.0491,0.1453,0
TXN100600,2025-07-26 11:10:25,22.52,BILL_PAYMENT,jewelry,US,0.1195,0.1207,0
TXN111532,2025-07-26 11:13:23,8.87,ONLINE,electronics,US,0.0591,0.0888,0
TXN100899,2025-07-26 11:13:38,47.0,ONLINE,online_retail,DE,0.0411,0.013,0
TXN121177,2025-07-26 11:13:56,85.45,ONLINE,restaurant,IN,0.2203,0.0327,0
TXN141117,2025-07-26 11:19:42,45.13,POS,fuel,CA,0.0802,0.2485,0
TXN149678,2025-07-26 11:20:52,15.69,POS,cash_advance,FR,0.0929,0.1063,0
TXN142890,2025-07-26 11:21:58,17.51,POS,grocery,US,0.1957,0.0673,0
TXN111129,2025-07-26 11:27:23,123.95,ATM_WITHDRAWAL,restaurant,CA,0.029,0.0332,0
TXN105061,2025-07-26 11:31:07,42.96,BILL_PAYMENT,restaurant,IN,0.1104,0.4086,0
TXN102925,2025-07-26 11:31:45,8.97,POS,online_retail,FR,0.0993,0.0458,0
TXN112541,2025-07-26 11:32:34,49.0,ONLINE,online_retail,DE,0.0799,0.2352,0
TXN120999,2025-07-26 11:45:21,16.04,POS,travel,GB,0.0136,0.0592,0
TXN120841,2025-07-26 11:48:23,266.23,ONLINE,travel,GB,0.0207,0.068,0
TXN113134,2025-07-26 11:48:27,13.7,POS,grocery,FR,0.1541,0.1083,0
TXN112217,2025-07-26 11:48:39,21.62,ONLINE,online_retail,IN,0.1401,0.2357,0
TXN139442,2025-07-26 11:51:00,9.39,WIRE_TRANSFER,jewelry,DE,0.0982,0.0166,0
TXN102628,2025-07-26 11:52:44,57.72,ONLINE,grocery,BR,0.2178,0.1891,0
TXN135108,2025-07-26 11:53:19,96.09,POS,utilities,NG,0.1025,0.0311,0
TXN106626,2025-07-26 11:56:24,62.44,POS,grocery,GB,0.2177,0.1265,0
TXN100986,2025-07-26 11:57:03,16.16,POS,grocery,US,0.2192,0.329,0
TXN146791,2025-07-26 11:57:10,67.29,POS,fuel,IN,0.1671,0.2305,0
TXN135138,2025-07-26 12:10:29,64.99,POS,fuel,GB,0.4054,0.0775,0
TXN101845,2025-07-26 12:11:36,83.15,ATM_WITHDRAWAL,utilities,US,0.0961,0.1569,0
TXN104593,2025-07-26 12:11:59,30.04,POS,fuel,GB,0.2561,0.0776,0
TXN129466,2025-07-26 12:15:02,209.72,POS,restaurant,IN,0.163,0.0619,0
TXN146335,2025-07-26 12:20:54,21.48,POS,electronics,DE,0.0202,0.1176,0
TXN107615,2025-07-26 12:23:43,102.42,WIRE_TRANSFER,online_retail,US,0.1929,0.0567,0
TXN132234,2025-07-26 12:26:50,11.18,POS,utilities,US,0.2264,0.0224,0
TXN112009,2025-07-26 12:37:35,164.03,POS,fuel,US,0.0584,0.0893,0
TXN113562,2025-07-26 12:39:43,37.37,POS,gambling,US,0.1608,0.0947,0
TXN108174,2025-07-26 12:46:10,37.36,POS,travel,US,0.1364,0.0021,0
TXN110788,2025-07-26 12:47:31,127.37,BILL_PAYMENT,utilities,DE,0.0365,0.4648,0
TXN145320,2025-07-26 12:52:45,66.01,POS,grocery,US,0.2549,0.0988,0
TXN121826,2025-07-26 12:53:27,22.64,WIRE_TRANSFER,electronics,US,0.2786,0.2015,0
TXN123708,2025-07-26 12:54:26,56.78,POS,electronics,US,0.0657,0.1293,0
TXN109494,2025-07-26 12:59:51,76.64,POS,jewelry,US,0.0488,0.0933,0
TXN112363,2025-07-26 13:02:32,53.42,POS,online_retail,IN,0.2647,0.1472,0
TXN139105,2025-07-26 13:02:34,13.76,BILL_PAYMENT,restaurant,US,0.1604,0.0972,0
TXN102392,2025-07-26 13:03:29,147.47,POS,restaurant,NG,0.0029,0.16,0
TXN123990,2025-07-26 13:07:09,1.1,POS,fuel,US,0.1311,0.1425,0
TXN119966,2025-07-26 13:09:55,162.33,ATM_WITHDRAWAL,restaurant,US,0.0276,0.306,0
TXN109035,2025-07-26 13:12:56,116.37,POS,jewelry,US,0.1583,0.0349,0
TXN121644,2025-07-26 13:17:13,23.19,ATM_WITHDRAWAL,restaurant,US,0.1852,0.0035,0
TXN143991,2025-07-26 13:18:26,25.03,WIRE_TRANSFER,grocery,US,0.1073,0.1174,0
TXN129037,2025-07-26 13:24:18,366.32,ONLINE,gambling,US,0.0647,0.155,0
TXN106112,2025-07-26 13:28:11,3.05,POS,fuel,US,0.0463,0.146,0
TXN140838,2025-07-26 13:28:13,12.39,ONLINE,online_retail,NG,0.0913,0.2804,0
TXN143451,2025-07-26 13:28:32,16.63,ONLINE,electronics,US,0.0154,0.3457,0
TXN106829,2025-07-26 13:29:00,166.81,ATM_WITHDRAWAL,cash_advance,IN,0.0936,0.1097,0
TXN138889,2025-07-26 13:32:35,65.52,POS,fuel,BR,0.0924,0.0524,0
TXN103607,2025-07-26 13:35:36,59.6,POS,electronics,US,0.4457,0.0101,0
TXN111104,2025-07-26 13:37:19,13.38,POS,utilities,IN,0.3628,0.1387,0
TXN141795,2025-07-26 13:38:39,31.16,POS,fuel,US,0.0582,0.0384,0
TXN106977,2025-07-26 13:39:32,163.32,POS,utilities,FR,0.1281,0.1816,0
TXN147398,2025-07-26 13:39:43,15.52,WIRE_TRANSFER,cash_advance,US,0.2278,0.1466,1
TXN134732,2025-07-26 13:40:06,94.74,ATM_WITHDRAWAL,restaurant,US,0.0905,0.1508,0
TXN124675,2025-07-26 13:43:11,24.29,ATM_WITHDRAWAL,electronics,US,0.0415,0.0369,0
TXN121866,2025-07-26 13:43:23,15.15,ONLINE,online_retail,US,0.0497,0.1856,0
TXN117036,2025-07-26 13:47:51,27.39,BILL_PAYMENT,grocery,US,0.0519,0.0783,0
TXN121250,2025-07-26 13:49:01,100.9,ONLINE,travel,BR,0.1069,0.1761,0
TXN137980,2025-07-26 13:50:44,6.14,ATM_WITHDRAWAL,travel,IN,0.1409,0.0798,0
TXN113245,2025-07-26 13:54:50,199.32,POS,travel,US,0.0928,0.0509,0
TXN141463,2025-07-26 13:56:04,125.06,ATM_WITHDRAWAL,jewelry,RU,0.2921,0.2937,0
TXN132389,2025-07-26 14:04:00,79.18,ONLINE,electronics,BR,0.1524,0.0208,0
TXN139841,2025-07-26 14:06:49,11.82,ONLINE,online_retail,GB,0.1407,0.1719,0
TXN105784,2025-07-26 14:08:46,175.46,ONLINE,grocery,DE,0.0292,0.0006,0
TXN105120,2025-07-26 14:09:57,150.54,ONLINE,restaurant,US,0.0884,0.4325,0
TXN145036,2025-07-26 14:10:57,84.64,WIRE_TRANSFER,electronics,GB,0.3345,0.1022,0
TXN123739,2025-07-26 14:11:26,11.37,POS,travel,US,0.0732,0.0324,0
TXN101884,2025-07-26 14:15:25,74.94,ATM_WITHDRAWAL,travel,GB,0.0675,0.0799,0
TXN125688,2025-07-26 14:17:16,4.39,ATM_WITHDRAWAL,gambling,US,0.0305,0.34,0
TXN114188,2025-07-26 14:19:44,38.3,POS,grocery,US,0.1945,0.0341,0
TXN147814,2025-07-26 14:20:52,44.0,POS,grocery,US,0.0444,0.1703,0
TXN104619,2025-07-26 14:24:28,650.36,ONLINE,restaurant,US,0.0222,0.1369,0
TXN106072,2025-07-26 14:25:03,99.53,POS,fuel,US,0.387,0.3253,0
TXN111251,2025-07-26 14:25:12,11.95,POS,online_retail,US,0.2538,0.0242,0
TXN102902,2025-07-26 14:25:26,41.77,WIRE_TRANSFER,fuel,GB,0.0276,0.1895,0
TXN109937,2025-07-26 14:30:06,639.15,WIRE_TRANSFER,grocery,IN,0.3125,0.0542,0
TXN123804,2025-07-26 14:32:33,30.28,ONLINE,restaurant,NG,0.2599,0.0668,0
TXN139834,2025-07-26 14:32:53,26.1,BILL_PAYMENT,grocery,IN,0.0565,0.2691,0
TXN134990,2025-07-26 14:39:32,70.44,ONLINE,utilities,US,0.1258,0.2709,0
TXN127189,2025-07-26 14:41:45,81.12,ONLINE,online_retail,US,0.1642,0.2123,0
TXN108221,2025-07-26 14:42:35,193.57,ONLINE,fuel,GB,0.3201,0.3503,0
TXN133747,2025-07-26 14:46:47,22.58,WIRE_TRANSFER,restaurant,US,0.0129,0.0763,0
TXN138014,2025-07-26 14:47:12,79.01,BILL_PAYMENT,online_retail,FR,0.0288,0.2256,0
TXN148982,2025-07-26 14:48:38,36.27,ONLINE,gambling,UA,0.1759,0.1347,0
TXN115172,2025-07-26 14:51:00,18.77,WIRE_TRANSFER,utilities,US,0.2016,0.0976,0
TXN131832,2025-07-26 14:52:11,54.91,ONLINE,utilities,IN,0.2972,0.1025,0
TXN114623,2025-07-26 14:53:58,3.02,POS,travel,US,0.2249,0.0254,0
TXN120378,2025-07-26 15:00:51,23.34,ONLINE,grocery,NG,0.1457,0.0819,0
TXN109004,2025-07-26 15:02:22,26.1,ONLINE,utilities,US,0.1119,0.2439,0
TXN144447,2025-07-26 15:12:41,46.54,ONLINE,utilities,US,0.3447,0.2504,0
TXN117359,2025-07-26 15:14:16,47.52,POS,restaurant,GB,0.2217,0.0753,0
TXN131286,2025-07-26 15:20:09,54.64,ATM_WITHDRAWAL,restaurant,US,0.1942,0.0534,0
TXN134502,2025-07-26 15:30:07,18.51,BILL_PAYMENT,grocery,IN,0.3478,0.2244,0
TXN135889,2025-07-26 15:36:10,236.82,BILL_PAYMENT,grocery,US,0.2093,0.0773,0
TXN141912,2025-07-26 15:36:32,39.95,WIRE_TRANSFER,online_retail,DE,0.1443,0.1466,0
TXN107553,2025-07-26 15:37:45,266.99,ONLINE,restaurant,US,0.0588,0.4187,0
TXN112933,2025-07-26 15:39:47,86.17,POS,online_retail,US,0.0578,0.0367,0
TXN145397,2025-07-26 15:40:02,15.16,POS,utilities,DE,0.2099,0.0655,0
TXN109903,2025-07-26 15:40:25,18.34,POS,restaurant,RU,0.0961,0.3377,0
TXN117845,2025-07-26 15:41:58,8.02,POS,grocery,US,0.2037,0.1055,0
TXN113660,2025-07-26 15:44:57,36.11,ATM_WITHDRAWAL,fuel,DE,0.1192,0.1583,0
TXN140390,2025-07-26 15:49:04,22.38,BILL_PAYMENT,electronics,IN,0.1243,0.2634,0
TXN123529,2025-07-26 15:52:08,35.18,ONLINE,restaurant,US,0.1254,0.0183,0
TXN117914,2025-07-26 15:54:11,38.5,POS,jewelry,FR,0.0984,0.1671,0
TXN146105,2025-07-26 15:59:04,43.15,POS,online_retail,US,0.352,0.2738,0
TXN139586,2025-07-26 16:00:14,49.72,ONLINE,restaurant,CA,0.1907,0.3115,0
TXN108644,2025-07-26 16:02:48,260.5,ONLINE,utilities,BR,0.119,0.0072,0
TXN133684,2025-07-26 16:03:19,12.25,ONLINE,jewelry,UA,0.0499,0.1002,0
TXN140065,2025-07-26 16:03:57,75.39,POS,grocery,DE,0.0168,0.1358,0
TXN115111,2025-07-26 16:07:43,48.97,WIRE_TRANSFER,restaurant,IN,0.1644,0.141,0
TXN113419,2025-07-26 16:08:48,11.43,POS,restaurant,CA,0.0291,0.1728,0
TXN119492,2025-07-26 16:10:38,7.96,POS,cash_advance,GB,0.0541,0.0985,0
TXN118232,2025-07-26 16:10:45,37.11,WIRE_TRANSFER,electronics,DE,0.2096,0.2451,0
TXN143099,2025-07-26 16:18:00,40.98,POS,jewelry,GB,0.364,0.0765,0
TXN103968,2025-07-26 16:18:24,2080.03,ONLINE,grocery,GB,0.1722,0.2368,0
TXN121841,2025-07-26 16:19:41,49.15,POS,grocery,US,0.2614,0.322,0
TXN119574,2025-07-26 16:20:56,7.33,BILL_PAYMENT,electronics,BR,0.2031,0.1393,0
TXN128649,2025-07-26 16:21:43,8.69,POS,jewelry,US,0.1279,0.2682,0
TXN119874,2025-07-26 16:21:58,28.54,ONLINE,grocery,US,0.0898,0.0395,0
TXN141673,2025-07-26 16:23:36,21.39,BILL_PAYMENT,travel,GB,0.0998,0.0485,0
TXN102725,2025-07-26 16:25:26,20.01,ATM_WITHDRAWAL,grocery,US,0.0377,0.1275,0
TXN141772,2025-07-26 16:27:26,74.54,WIRE_TRANSFER,restaurant,GB,0.0508,0.2548,0
TXN139794,2025-07-26 16:35:46,217.84,BILL_PAYMENT,electronics,US,0.4411,0.365,0
TXN120879,2025-07-26 16:35:59,114.73,POS,jewelry,FR,0.1707,0.0725,0
TXN111036,2025-07-26 16:36:42,54.36,POS,restaurant,DE,0.06,0.0972,0
TXN126990,2025-07-26 16:36:49,44.77,ONLINE,online_retail,DE,0.127,0.2148,0
TXN115808,2025-07-26 16:37:46,258.8,POS,electronics,US,0.229,0.1328,0
TXN134929,2025-07-26 16:45:10,9.19,ONLINE,travel,US,0.1357,0.0059,0
TXN106195,2025-07-26 16:48:13,46.3,POS,online_retail,US,0.4911,0.0736,0
TXN148124,2025-07-26 16:50:18,17.55,POS,utilities,FR,0.2803,0.0643,0
TXN103342,2025-07-26 16:51:33,29.3,POS,fuel,US,0.0918,0.217,0
TXN114592,2025-07-26 16:53:37,72.29,POS,travel,IN,0.2255,0.2595,0
TXN141776,2025-07-26 16:54:39,22.12,ATM_WITHDRAWAL,restaurant,US,0.016,0.044,0
TXN134937,2025-07-26 17:02:47,128.53,POS,electronics,CN,0.0318,0.2025,0
TXN131069,2025-07-26 17:14:45,154.71,ONLINE,fuel,US,0.1666,0.084,0
TXN102824,2025-07-26 17:16:44,130.33,POS,grocery,US,0.1634,0.4653,0
TXN122356,2025-07-26 17:17:03,65.22,POS,cash_advance,RU,0.025,0.1046,0
TXN101553,2025-07-26 17:17:50,105.46,BILL_PAYMENT,grocery,AU,0.079,0.0916,0
TXN147503,2025-07-26 17:17:54,52.04,BILL_PAYMENT,grocery,US,0.1031,0.1714,0
TXN145418,2025-07-26 17:22:47,33.18,ONLINE,restaurant,DE,0.4954,0.0999,0
TXN102416,2025-07-26 17:25:42,14.82,ONLINE,fuel,US,0.0721,0.2211,0
TXN146481,2025-07-26 17:26:42,124.41,BILL_PAYMENT,grocery,US,0.0705,0.2595,0
TXN105999,2025-07-26 17:27:43,73.93,POS,utilities,US,0.0051,0.1042,0
TXN141550,2025-07-26 17:34:26,40.08,ATM_WITHDRAWAL,travel,US,0.088,0.2311,0
TXN124627,2025-07-26 17:39:24,11.62,ATM_WITHDRAWAL,grocery,US,0.0555,0.4431,0
TXN124919,2025-07-26 17:41:24,5.05,POS,travel,US,0.124,0.0527,0
TXN125001,2025-07-26 17:44:56,3.43,BILL_PAYMENT,restaurant,GB,0.0946,0.2438,0
TXN130658,2025-07-26 17:49:59,21.47,ONLINE,grocery,DE,0.224,0.0705,0
TXN142587,2025-07-26 17:52:20,161.59,POS,utilities,US,0.0699,0.1287,0
TXN122139,2025-07-26 17:53:57,25.73,POS,grocery,BR,0.1971,0.2677,0
TXN147889,2025-07-26 17:56:22,4.22,ONLINE,fuel,US,0.2348,0.2608,0
TXN129024,2025-07-26 17:56:23,10.91,POS,utilities,DE,0.0579,0.2113,0
TXN119904,2025-07-26 18:01:23,11.84,POS,restaurant,FR,0.3079,0.4166,0
TXN131382,2025-07-26 18:08:02,51.76,WIRE_TRANSFER,restaurant,GB,0.1305,0.0122,0
TXN124696,2025-07-26 18:08:39,11.35,POS,utilities,US,0.1058,0.1872,0
TXN140742,2025-07-26 18:12:42,79.47,ONLINE,gambling,CN,0.2003,0.4117,1
TXN126977,2025-07-26 18:13:51,11.91,ATM_WITHDRAWAL,electronics,IN,0.1856,0.2203,0
TXN102507,2025-07-26 18:16:10,110.39,ONLINE,fuel,DE,0.1435,0.196,0
TXN102225,2025-07-26 18:29:02,5.65,POS,online_retail,US,0.0674,0.0844,0
TXN129473,2025-07-26 18:29:05,175.59,POS,fuel,US,0.2286,0.2002,0
TXN108630,2025-07-26 18:30:11,22.07,ONLINE,travel,US,0.0776,0.1312,0
TXN101660,2025-07-26 18:31:07,37.07,ATM_WITHDRAWAL,grocery,GB,0.3677,0.21,0
TXN135199,2025-07-26 18:31:16,21.19,POS,utilities,BR,0.1618,0.0479,0
TXN106932,2025-07-26 18:35:00,15.01,ONLINE,restaurant,GB,0.1146,0.1158,0
TXN132497,2025-07-26 18:35:25,205.21,BILL_PAYMENT,restaurant,FR,0.0574,0.2254,0
TXN103638,2025-07-26 18:35:37,47.44,POS,electronics,IN,0.0654,0.1917,0
TXN129609,2025-07-26 18:40:40,13.96,ONLINE,utilities,AU,0.2234,0.0813,0
TXN132957,2025-07-26 18:48:44,9.62,ONLINE,fuel,DE,0.0607,0.3698,0
TXN133874,2025-07-26 18:51:19,25.46,WIRE_TRANSFER,travel,CA,0.2066,0.1694,0
TXN101396,2025-07-26 18:57:48,19.2,POS,restaurant,BR,0.1185,0.048,0
TXN128056,2025-07-26 18:58:40,22.32,ONLINE,restaurant,IN,0.1592,0.0832,0
TXN126537,2025-07-26 18:59:08,24.14,ONLINE,electronics,RU,0.1486,0.1446,0
TXN144587,2025-07-26 19:00:25,79.23,ONLINE,electronics,US,0.3433,0.2149,0
TXN105150,2025-07-26 19:01:06,95.43,POS,utilities,CA,0.1758,0.0997,0
TXN113654,2025-07-26 19:08:12,51.8,ONLINE,jewelry,US,0.3872,0.0549,0
TXN119922,2025-07-26 19:08:26,8.46,ONLINE,grocery,FR,0.1188,0.1535,0
TXN139379,2025-07-26 19:09:43,18.65,POS,restaurant,AU,0.0905,0.0259,0
TXN106832,2025-07-26 19:16:05,100.35,ONLINE,utilities,IN,0.1432,0.4262,0
TXN115461,2025-07-26 19:21:36,37.54,POS,gambling,IN,0.0955,0.1794,0
TXN107790,2025-07-26 19:22:29,162.31,ONLINE,online_retail,US,0.2954,0.1966,0
TXN107736,2025-07-26 19:26:35,21.1,ONLINE,grocery,FR,0.1128,0.0353,0
TXN128897,2025-07-26 19:27:57,9.95,ONLINE,grocery,DE,0.0837,0.1145,0
TXN126242,2025-07-26 19:28:57,273.74,WIRE_TRANSFER,cash_advance,US,0.0553,0.0357,0
TXN105060,2025-07-26 19:31:00,4.44,ONLINE,travel,CA,0.1113,0.1081,0
TXN101539,2025-07-26 19:31:20,8.32,ONLINE,grocery,IN,0.0342,0.0277,0
TXN106581,2025-07-26 19:33:57,158.44,WIRE_TRANSFER,online_retail,NG,0.1351,0.0877,0
TXN126597,2025-07-26 19:34:40,71.93,POS,restaurant,US,0.0318,0.2038,0
TXN111415,2025-07-26 19:34:41,30.65,POS,fuel,US,0.2769,0.2753,0
TXN123750,2025-07-26 19:39:05,37.61,ONLINE,travel,DE,0.3094,0.0915,0
TXN146769,2025-07-26 19:41:35,4.18,ATM_WITHDRAWAL,grocery,US,0.1223,0.1463,0
TXN135585,2025-07-26 19:49:04,29.36,POS,online_retail,GB,0.1326,0.1181,0
TXN129705,2025-07-26 19:52:23,1.92,POS,online_retail,US,0.3392,0.1444,0
TXN128020,2025-07-26 19:53:05,111.87,POS,utilities,RU,0.3936,0.0836,0
TXN124668,2025-07-26 19:54:44,5.66,WIRE_TRANSFER,travel,AU,0.0346,0.3364,0
TXN101199,2025-07-26 19:58:21,166.8,ONLINE,electronics,CA,0.0828,0.0569,0
TXN119929,2025-07-26 20:00:46,11.3,POS,restaurant,US,0.1319,0.0562,0
TXN147729,2025-07-26 20:03:00,31.72,POS,utilities,US,0.212,0.0876,0
TXN144380,2025-07-26 20:04:01,405.22,POS,fuel,US,0.042,0.0339,0
TXN117223,2025-07-26 20:07:15,19.51,BILL_PAYMENT,online_retail,US,0.1844,0.2372,0
TXN137991,2025-07-26 20:07:27,149.5,ATM_WITHDRAWAL,online_retail,US,0.0737,0.0924,0
TXN132784,2025-07-26 20:08:51,54.78,ONLINE,online_retail,US,0.3364,0.4112,1
TXN148828,2025-07-26 20:17:54,25.69,POS,gambling,GB,0.1854,0.0054,0
TXN134808,2025-07-26 20:18:43,183.28,POS,grocery,US,0.1151,0.1252,0
TXN131289,2025-07-26 20:18:52,37.32,POS,online_retail,BR,0.0434,0.2086,0
TXN121382,2025-07-26 20:20:42,19.83,POS,gambling,CN,0.1242,0.2617,0
TXN130534,2025-07-26 20:22:18,174.78,ATM_WITHDRAWAL,utilities,DE,0.0313,0.1541,0
TXN115637,2025-07-26 20:22:28,128.56,POS,gambling,IN,0.101,0.1349,0
TXN107577,2025-07-26 20:27:49,29.94,ONLINE,electronics,US,0.0547,0.1549,0
TXN130267,2025-07-26 20:30:24,114.06,POS,restaurant,DE,0.1214,0.231,0
TXN117249,2025-07-26 20:35:20,81.82,ATM_WITHDRAWAL,utilities,DE,0.2798,0.1216,0
TXN117820,2025-07-26 20:35:30,21.21,ONLINE,restaurant,GB,0.071,0.2364,0
TXN147750,2025-07-26 20:39:36,14.36,POS,online_retail,FR,0.2286,0.2132,0
TXN128517,2025-07-26 20:39:36,89.17,ONLINE,electronics,CA,0.353,0.2225,0
TXN143755,2025-07-26 20:41:57,26.5,ONLINE,gambling,US,0.1844,0.059,0
TXN142687,2025-07-26 20:43:22,23.31,ONLINE,grocery,US,0.1464,0.1037,0
TXN127488,2025-07-26 20:47:50,30.81,WIRE_TRANSFER,jewelry,US,0.1219,0.141,0
TXN136805,2025-07-26 20:50:15,24.4,ONLINE,electronics,CA,0.4774,0.0243,0
TXN148665,2025-07-26 20:51:08,42.16,POS,grocery,GB,0.1177,0.1883,0
TXN111030,2025-07-26 20:55:34,268.2,WIRE_TRANSFER,travel,US,0.079,0.0548,0
TXN134503,2025-07-26 20:56:03,36.69,POS,fuel,US,0.3888,0.0862,0
TXN138053,2025-07-26 20:56:18,37.67,POS,restaurant,AU,0.2492,0.1146,0
TXN146958,2025-07-26 20:58:13,134.42,ONLINE,jewelry,US,0.2109,0.0953,0
TXN141488,2025-07-26 20:58:23,41.78,POS,grocery,GB,0.0566,0.1452,0
TXN112839,2025-07-26 20:59:44,26.07,ONLINE,gambling,BR,0.1365,0.1237,0
TXN103873,2025-07-26 21:01:36,142.2,POS,restaurant,FR,0.1426,0.2106,0
TXN111934,2025-07-26 21:03:56,79.17,POS,online_retail,US,0.1572,0.3588,0
TXN121740,2025-07-26 21:04:20,105.72,ATM_WITHDRAWAL,gambling,IN,0.078,0.0968,0
TXN134023,2025-07-26 21:04:35,4.17,POS,grocery,AU,0.1055,0.1271,0
TXN118929,2025-07-26 21:05:26,46.78,ONLINE,grocery,GB,0.0041,0.1016,0
TXN144553,2025-07-26 21:08:05,86.31,ONLINE,online_retail,US,0.0602,0.056,0
TXN131834,2025-07-26 21:08:14,11.1,POS,fuel,UA,0.2093,0.1741,0
TXN148614,2025-07-26 21:08:57,15.18,BILL_PAYMENT,electronics,CA,0.1424,0.0353,0
TXN107662,2025-07-26 21:11:27,5.49,ONLINE,jewelry,US,0.0382,0.0518,0
TXN102915,2025-07-26 21:11:41,71.48,ONLINE,utilities,DE,0.3133,0.1823,0
TXN121252,2025-07-26 21:15:27,30.86,POS,utilities,GB,0.1886,0.3444,0
TXN103365,2025-07-26 21:15:48,101.5,ONLINE,restaurant,US,0.2642,0.1066,0
TXN137157,2025-07-26 21:17:36,8.32,POS,grocery,IN,0.1182,0.0804,0
TXN117027,2025-07-26 21:29:48,98.98,POS,grocery,AU,0.0904,0.026,0
TXN144947,2025-07-26 21:32:57,90.85,POS,electronics,US,0.0647,0.2218,0
TXN139832,2025-07-26 21:40:06,49.89,WIRE_TRANSFER,online_retail,GB,0.1973,0.0833,0
TXN130410,2025-07-26 21:42:03,8.02,ONLINE,grocery,IN,0.0655,0.0629,0
TXN128623,2025-07-26 21:45:19,12.22,ONLINE,grocery,BR,0.3428,0.0203,0
TXN145128,2025-07-26 21:46:57,39.94,BILL_PAYMENT,restaurant,FR,0.0824,0.1458,0
TXN109938,2025-07-26 21:51:49,8.89,ONLINE,online_retail,DE,0.0655,0.1256,0
TXN135614,2025-07-26 21:57:28,51.93,WIRE_TRANSFER,grocery,DE,0.1181,0.1271,0
TXN138186,2025-07-26 22:05:14,23.48,ONLINE,grocery,US,0.1733,0.0658,0
TXN118542,2025-07-26 22:06:45,26.4,ONLINE,travel,US,0.233,0.3154,0
TXN119802,2025-07-26 22:07:17,18.44,ONLINE,grocery,FR,0.0837,0.2504,0
TXN137555,2025-07-26 22:07:18,103.07,POS,cash_advance,US,0.2786,0.0286,0
TXN128994,2025-07-26 22:09:44,99.48,POS,travel,US,0.0281,0.3103,0
TXN134533,2025-07-26 22:15:24,19.59,ONLINE,jewelry,DE,0.0789,0.1947,0
TXN135410,2025-07-26 22:16:18,5.8,POS,utilities,GB,0.3384,0.1142,0
TXN104901,2025-07-26 22:17:09,337.44,POS,cash_advance,US,0.0401,0.1398,0
TXN105740,2025-07-26 22:21:00,40.03,POS,cash_advance,AU,0.1336,0.0641,0
TXN134867,2025-07-26 22:22:48,13.88,POS,jewelry,US,0.1657,0.3996,0
TXN110279,2025-07-26 22:23:52,29.27,POS,electronics,GB,0.2447,0.1373,0
TXN115012,2025-07-26 22:28:47,5.79,BILL_PAYMENT,online_retail,US,0.1164,0.2522,0
TXN126064,2025-07-26 22:32:18,10.83,ONLINE,electronics,RU,0.3017,0.021,0
TXN135027,2025-07-26 22:36:21,147.19,ONLINE,online_retail,GB,0.2382,0.0822,0
TXN148646,2025-07-26 22:37:10,19.89,POS,electronics,AU,0.1729,0.2525,0
TXN132673,2025-07-26 22:40:15,9.76,ATM_WITHDRAWAL,online_retail,FR,0.2966,0.1879,0
TXN128882,2025-07-26 22:43:45,38.62,ATM_WITHDRAWAL,restaurant,DE,0.1611,0.0144,0
TXN144270,2025-07-26 22:47:36,41.09,WIRE_TRANSFER,grocery,GB,0.2613,0.0584,0
TXN144373,2025-07-26 22:47:52,65.21,BILL_PAYMENT,electronics,GB,0.0292,0.2706,0
TXN111093,2025-07-26 22:48:13,16.2,ONLINE,grocery,US,0.1032,0.1787,0
TXN116889,2025-07-26 22:50:28,56.84,ONLINE,grocery,US,0.1652,0.0153,0
TXN123496,2025-07-26 22:53:57,124.49,ONLINE,online_retail,FR,0.207,0.2729,0
TXN124716,2025-07-26 22:54:10,10.31,ATM_WITHDRAWAL,travel,IN,0.0782,0.2941,0
TXN117152,2025-07-26 22:56:09,26.72,POS,grocery,US,0.2515,0.0725,0
TXN120466,2025-07-26 22:56:35,464.21,ONLINE,electronics,US,0.0779,0.0487,0
TXN149763,2025-07-26 22:58:01,7.77,ONLINE,grocery,US,0.1677,0.1106,0
TXN149889,2025-07-26 22:59:30,14.38,ONLINE,restaurant,DE,0.0221,0.3298,0
TXN137744,2025-07-26 23:01:34,41.6,ONLINE,online_retail,GB,0.3771,0.0626,0
TXN111665,2025-07-26 23:03:28,6.11,POS,grocery,IN,0.3957,0.0904,0
